,MID,bic,aic,pseudoR2,pred_acc,task
8,vp17,169.88419683103325,163.86292624284073,0.2303332777650069,0.7466666666666667,gain
9,vp18,177.2309682954346,171.20969770724207,0.15185410310885328,0.72,gain
10,vp19,210.37762306176847,204.35635247357595,0.03038794763874264,0.6666666666666666,gain
11,vp20,185.01206687901353,178.990796290821,0.15847215330007247,0.68,gain
12,vp22,178.8890790280521,172.86780843985957,0.17937273669633835,0.74,gain
13,vp23,170.05075386235802,164.0294832741655,0.23002584887427713,0.7333333333333333,gain
14,vp25,144.54738767237842,138.5261170841859,0.3527340669551643,0.8333333333333334,gain
15,vp26,170.41972658083063,164.3984559926381,0.2237616916533255,0.7733333333333333,gain
16,vp27,185.8735694204202,179.8522988322277,0.1525896320738379,0.7266666666666667,gain
17,vp28,213.94331940343724,207.92204881524472,0.0038287616509321554,0.5933333333333334,gain
18,vp29,212.06533963458259,206.04406904639006,0.022220348709298787,0.6066666666666667,gain
19,vp30,173.87346428783707,167.85219369964454,0.19957236771454046,0.6866666666666666,gain
20,vp31,196.206154185574,190.18488359738149,0.1046399724852295,0.68,gain
21,vp32,197.14248613286918,191.12121554467666,0.09828612327219133,0.6533333333333333,gain
22,vp33,176.75773467116716,170.73646408297463,0.19775553374720822,0.84,gain
23,vp34,176.0478248144401,170.02655422624758,0.20158104520636688,0.7133333333333334,gain
24,vp35,160.42719903269978,154.40592844450725,0.2721199045305406,0.72,gain
25,vp36,165.14019528743466,159.11892469924214,0.25057212853678756,0.7466666666666667,gain
26,vp37,164.21008977844633,158.1888191902538,0.2550657581386483,0.78,gain
27,vp38,214.35659434391798,208.33532375572545,0.016219066120476078,0.5533333333333333,gain
28,vp39,173.70669989373766,167.68542930554514,0.20918467484324854,0.74,gain
29,vp40,166.12334729253217,160.10207670433965,0.2414088796117556,0.7333333333333333,gain
0,vp06,171.22856256847098,165.20729198027846,0.22316209957698707,0.7466666666666667,shock
1,vp07,143.49790376762678,137.47663317943426,0.3540481714626411,0.82,shock
2,vp10,187.76040055764253,181.73912996945,0.13816865168954096,0.66,shock
3,vp11,141.0347567305671,135.01348614237457,0.3692301097090861,0.8533333333333334,shock
4,vp12,178.0475038739197,172.0262332857272,0.1903024690865711,0.78,shock
5,vp13,142.91833138439358,136.89706079620106,0.36081826065531075,0.8466666666666667,shock
6,vp15,151.10372519873383,145.0824546105413,0.3201411891492738,0.8133333333333334,shock
7,vp16,106.98538948374069,100.96411889554818,0.5331622076567428,0.86,shock
8,vp17,137.79081986040623,131.7695492722137,0.3827054852620637,0.8066666666666666,shock
9,vp18,183.82703879128252,177.80576820309,0.16417093378501801,0.74,shock
10,vp19,154.62239775078285,148.60112716259033,0.3031851435260755,0.8,shock
11,vp20,198.26081931740745,192.23954872921493,0.08902646247284496,0.7,shock
12,vp22,148.11424648316893,142.0929758949764,0.3068291129780166,0.7933333333333333,shock
13,vp23,182.957404139023,176.93613355083048,0.16567617457389572,0.76,shock
14,vp25,177.24218305871096,171.22091247051844,0.18737596564063774,0.74,shock
15,vp26,139.50614474606925,133.48487415787673,0.3772295144286161,0.8066666666666666,shock
16,vp27,148.77479249559573,142.7535219074032,0.32720422965479756,0.8333333333333334,shock
17,vp28,192.6756989264892,186.65442833829667,0.09883368940270021,0.7133333333333334,shock
18,vp29,211.00674568632974,204.98547509813721,0.032347052119885866,0.6666666666666666,shock
19,vp30,184.61992000628882,178.5986494180963,0.16025028880486303,0.7333333333333333,shock
20,vp31,179.8504466433521,173.82917605515956,0.1795023194614035,0.7066666666666667,shock
21,vp32,185.46093019551955,179.43965960732703,0.1563135770308718,0.7866666666666666,shock
22,vp33,174.28316432671863,168.2618937385261,0.19977458852583752,0.8,shock
23,vp34,152.37988273092822,146.3586121427357,0.3139915446403878,0.8066666666666666,shock
24,vp35,150.5144632472947,144.4931926591022,0.3229807692422829,0.8333333333333334,shock
25,vp36,178.87502044142946,172.85374985323693,0.17264081793532304,0.7666666666666667,shock
26,vp37,149.35594901234526,143.33467842415274,0.32778512199599863,0.7733333333333333,shock
27,vp38,181.41121618500998,175.38994559681745,0.15743556476492004,0.7133333333333334,shock
28,vp39,158.7279378166433,152.70666722845078,0.2663225310952616,0.7733333333333333,shock
29,vp40,186.35178095259164,180.33051036439912,0.1230162451115171,0.6733333333333333,shock
