,MID,parameter,beta,se,task
23,vp20,inv_tmp,6.61725631973,6.61725631973,shock
24,vp20,beta,0.312901363496,0.312901363496,shock
25,vp22,inv_tmp,7.96809507667,7.96809507667,shock
26,vp22,beta,0.0478970504314,0.0478970504314,shock
27,vp23,inv_tmp,5.6813193611,5.6813193611,shock
28,vp23,beta,0.0699045612991,0.0699045612991,shock
29,vp25,inv_tmp,10.0,10.0,shock
30,vp25,beta,1.33176633653,1.33176633653,shock
31,vp26,inv_tmp,10.0,10.0,shock
32,vp26,beta,0.153945202351,0.153945202351,shock
33,vp27,inv_tmp,10.0,10.0,shock
34,vp27,beta,0.105047520733,0.105047520733,shock
35,vp28,inv_tmp,7.0846590343,7.0846590343,shock
36,vp28,beta,0.366888054737,0.366888054737,shock
37,vp29,inv_tmp,5.78860031755,5.78860031755,shock
38,vp29,beta,1.61947634608,1.61947634608,shock
39,vp30,inv_tmp,10.0,10.0,shock
40,vp30,beta,0.7098452413,0.7098452413,shock
41,vp31,inv_tmp,10.0,10.0,shock
42,vp31,beta,0.805833938259,0.805833938259,shock
43,vp32,inv_tmp,9.67692443439,9.67692443439,shock
44,vp32,beta,0.454233724423,0.454233724423,shock
45,vp33,inv_tmp,10.0,10.0,shock
46,vp33,beta,1.33450518669,1.33450518669,shock
47,vp34,inv_tmp,10.0,10.0,shock
48,vp34,beta,0.149614497583,0.149614497583,shock
49,vp35,inv_tmp,10.0,10.0,shock
50,vp35,beta,0.391327175466,0.391327175466,shock
51,vp36,inv_tmp,8.73036552286,8.73036552286,shock
52,vp36,beta,0.308834048735,0.308834048735,shock
53,vp37,inv_tmp,9.47201997167,9.47201997167,shock
54,vp37,beta,0.0275908374905,0.0275908374905,shock
55,vp38,inv_tmp,10.0,10.0,shock
56,vp38,beta,1.9085009689,1.9085009689,shock
57,vp39,inv_tmp,8.44647658943,8.44647658943,shock
58,vp39,beta,0.135146905974,0.135146905974,shock
59,vp40,inv_tmp,10.0,10.0,shock
60,vp40,beta,0.814463800182,0.814463800182,shock
