,resp_r_1,prob_x_l,prob_x_r,mag_left,mag_right,info_amb,num_revealed,revealed_x_r,resp_amb_1,mag_ambig,mag_unambig,prob_x_unambig,prob_x_ambig,prob_o_l,prob_o_r,revealed_x_ambig,revealed_o_ambig,prob_x_ambig_bayes_emmas,prob_x_ambig_bayes_mine,prob_x_ambig_bayes,info_amb_sqrt,ambig_r,ambig_l,ambiguityLevel,revealed_ambi,gain_or_loss_trial,MID
23,1.0,0.76,0.07999999999999996,0.21,0.16,1.0,50.0,3.9999999999999982,1.0,0.16,0.21,0.76,0.07999999999999996,0.24,0.92,3.9999999999999982,46.0,,0.09615384615384612,0.09615384615384612,1.0,0,0.0,0.0,1.0,gain,S20
24,1.0,0.48,1.0,0.29,0.18,0.02,1.0,1.0,1.0,0.18,0.29,0.48,1.0,0.52,0.0,1.0,0.0,0.6666700000000011,0.6666666666666666,0.6666666666666666,0.1414213562373095,1,0.0,0.8585786437626906,0.1414213562373095,gain,S20
25,0.0,0.16000000000000003,0.48,0.38,0.7,1.0,50.0,24.0,0.0,0.7,0.38,0.16000000000000003,0.48,0.84,0.52,24.0,26.0,,0.4807692307692308,0.4807692307692308,1.0,0,0.0,0.0,1.0,gain,S20
26,0.0,0.54,0.5,0.73,1.01,0.04,2.0,1.0,0.0,1.01,0.73,0.54,0.5,0.45999999999999996,0.5,1.0,1.0,0.4999949999999967,0.5,0.5,0.2,1,0.0,0.8,0.2,gain,S20
27,0.0,0.12,0.14,0.24,0.19,1.0,50.0,7.000000000000001,0.0,0.19,0.24,0.12,0.14,0.88,0.86,7.000000000000001,43.0,,0.15384615384615385,0.15384615384615385,1.0,0,0.0,0.0,1.0,gain,S20
28,0.0,0.040000000000000036,0.65,0.63,0.94,0.8,40.0,26.0,0.0,0.94,0.63,0.040000000000000036,0.65,0.96,0.35,26.0,14.0,0.642850714350007,0.6428571428571429,0.6428571428571429,0.8944271909999159,1,0.0,0.10557280900008414,0.8944271909999159,gain,S20
29,0.0,0.07999999999999996,0.7,0.16,0.62,0.4,20.0,13.999999999999998,0.0,0.62,0.16,0.07999999999999996,0.7,0.92,0.30000000000000004,13.999999999999998,6.000000000000002,0.6818113637045466,0.6818181818181818,0.6818181818181818,0.6324555320336759,1,0.0,0.3675444679663241,0.6324555320336759,gain,S20
30,1.0,0.48,0.19999999999999996,0.59,0.45,1.0,50.0,9.999999999999998,1.0,0.45,0.59,0.48,0.19999999999999996,0.52,0.8,9.999999999999998,40.0,,0.2115384615384615,0.2115384615384615,1.0,0,0.0,0.0,1.0,gain,S20
31,1.0,0.4,0.19999999999999996,1.0,0.67,1.0,50.0,9.999999999999998,1.0,0.67,1.0,0.4,0.19999999999999996,0.6,0.8,9.999999999999998,40.0,,0.2115384615384615,0.2115384615384615,1.0,0,0.0,0.0,1.0,gain,S20
32,1.0,0.48,0.24,0.5,0.44,1.0,50.0,12.0,1.0,0.44,0.5,0.48,0.24,0.52,0.76,12.0,38.0,,0.25,0.25,1.0,0,0.0,0.0,1.0,gain,S20
33,1.0,0.43999999999999995,0.6799999999999999,1.07,0.94,1.0,50.0,34.0,1.0,0.94,1.07,0.43999999999999995,0.6799999999999999,0.56,0.32000000000000006,34.0,16.0,,0.6730769230769231,0.6730769230769231,1.0,0,0.0,0.0,1.0,gain,S20
34,0.0,0.06000000000000005,0.6666666666666666,0.2,0.8,0.06,3.0,1.9999999999999998,0.0,0.8,0.2,0.06000000000000005,0.6666666666666666,0.94,0.33333333333333337,1.9999999999999998,1.0000000000000002,0.5999939999599999,0.6,0.6,0.2449489742783178,1,0.0,0.7550510257216823,0.2449489742783178,gain,S20
35,0.0,0.4,0.72,0.25,0.18,1.0,50.0,36.0,0.0,0.18,0.25,0.4,0.72,0.6,0.28,36.0,14.0,,0.7115384615384616,0.7115384615384616,1.0,0,0.0,0.0,1.0,gain,S20
36,1.0,0.28,0.05,0.31,0.2,0.4,20.0,1.0000000000000002,1.0,0.2,0.31,0.28,0.05,0.72,0.95,1.0000000000000002,19.0,0.09090818182727256,0.09090909090909091,0.09090909090909091,0.6324555320336759,1,0.0,0.3675444679663241,0.6324555320336759,gain,S20
37,0.0,0.52,0.4,0.1,0.5,1.0,50.0,20.0,0.0,0.5,0.1,0.52,0.4,0.48,0.6,20.0,30.0,,0.40384615384615385,0.40384615384615385,1.0,0,0.0,0.0,1.0,gain,S20
38,0.0,0.42000000000000004,0.25,0.05,0.17,0.08,4.0,1.0,0.0,0.17,0.05,0.42000000000000004,0.25,0.58,0.75,1.0,3.0,0.33333000003333446,0.3333333333333333,0.3333333333333333,0.282842712474619,1,0.0,0.717157287525381,0.282842712474619,gain,S20
39,0.0,0.48,0.6,0.7,1.1,0.1,5.0,3.0,0.0,1.1,0.7,0.48,0.6,0.52,0.4,3.0,2.0,0.5714228571999982,0.5714285714285714,0.5714285714285714,0.31622776601683794,1,0.0,0.683772233983162,0.31622776601683794,gain,S20
40,0.0,0.19999999999999996,0.0,0.22,0.07,0.02,1.0,0.0,0.0,0.07,0.22,0.19999999999999996,0.0,0.8,1.0,0.0,1.0,0.33333000000000074,0.3333333333333333,0.3333333333333333,0.1414213562373095,1,0.0,0.8585786437626906,0.1414213562373095,gain,S20
41,0.0,0.76,0.6599999999999999,0.14,0.16,1.0,50.0,32.99999999999999,0.0,0.16,0.14,0.76,0.6599999999999999,0.24,0.3400000000000001,32.99999999999999,17.000000000000007,,0.6538461538461537,0.6538461538461537,1.0,0,0.0,0.0,1.0,gain,S20
42,1.0,0.040000000000000036,0.0,0.63,0.33,0.08,4.0,0.0,1.0,0.33,0.63,0.040000000000000036,0.0,0.96,1.0,0.0,4.0,0.16666499997500028,0.16666666666666666,0.16666666666666666,0.282842712474619,1,0.0,0.717157287525381,0.282842712474619,gain,S20
43,0.0,0.040000000000000036,0.76,0.05,1.25,1.0,50.0,38.0,0.0,1.25,0.05,0.040000000000000036,0.76,0.96,0.24,38.0,12.0,,0.75,0.75,1.0,0,0.0,0.0,1.0,gain,S20
44,1.0,0.4,0.0,0.58,0.27,0.06,3.0,0.0,1.0,0.27,0.58,0.4,0.0,0.6,1.0,0.0,3.0,0.19999799998666642,0.2,0.2,0.2449489742783178,1,0.0,0.7550510257216823,0.2449489742783178,gain,S20
45,1.0,0.5800000000000001,0.075,0.11,0.15,0.8,40.0,3.0,1.0,0.15,0.11,0.5800000000000001,0.075,0.41999999999999993,0.925,3.0,37.0,0.0952371428666667,0.09523809523809523,0.09523809523809523,0.8944271909999159,1,0.0,0.10557280900008414,0.8944271909999159,gain,S20
46,0.0,0.48,0.45999999999999996,0.43,0.51,1.0,50.0,23.0,0.0,0.51,0.43,0.48,0.45999999999999996,0.52,0.54,23.0,27.0,,0.46153846153846156,0.46153846153846156,1.0,0,0.0,0.0,1.0,gain,S20
47,0.0,0.19999999999999996,0.28,0.77,0.81,1.0,50.0,14.000000000000002,0.0,0.81,0.77,0.19999999999999996,0.28,0.8,0.72,14.000000000000002,36.0,,0.2884615384615385,0.2884615384615385,1.0,0,0.0,0.0,1.0,gain,S20
48,0.0,0.36,0.6,0.94,0.75,1.0,50.0,30.0,0.0,0.75,0.94,0.36,0.6,0.64,0.4,30.0,20.0,,0.5961538461538461,0.5961538461538461,1.0,0,0.0,0.0,1.0,gain,S20
49,1.0,0.88,0.0,1.24,0.05,0.04,2.0,0.0,1.0,0.05,1.24,0.88,0.0,0.12,1.0,0.0,2.0,0.24999749999999868,0.25,0.25,0.2,1,0.0,0.8,0.2,gain,S20
50,0.0,0.52,0.76,1.15,0.79,1.0,50.0,38.0,0.0,0.79,1.15,0.52,0.76,0.48,0.24,38.0,12.0,,0.75,0.75,1.0,0,0.0,0.0,1.0,gain,S20
51,0.0,0.24,0.6,1.25,0.63,0.2,10.0,6.0,0.0,0.63,1.25,0.24,0.6,0.76,0.4,6.0,4.0,0.5833275000583322,0.5833333333333334,0.5833333333333334,0.4472135954999579,1,0.0,0.5527864045000421,0.4472135954999579,gain,S20
52,1.0,0.74,0.74,0.49,0.34,1.0,50.0,37.0,1.0,0.34,0.49,0.74,0.74,0.26,0.26,37.0,13.0,,0.7307692307692307,0.7307692307692307,1.0,0,0.0,0.0,1.0,gain,S20
53,0.0,0.52,0.25,0.29,0.18,0.08,4.0,1.0,0.0,0.18,0.29,0.52,0.25,0.48,0.75,1.0,3.0,0.33333000003333446,0.3333333333333333,0.3333333333333333,0.282842712474619,1,0.0,0.717157287525381,0.282842712474619,gain,S20
54,0.0,0.30000000000000004,0.84,0.54,0.2,1.0,50.0,42.0,0.0,0.2,0.54,0.30000000000000004,0.84,0.7,0.16000000000000003,42.0,8.0,,0.8269230769230769,0.8269230769230769,1.0,0,0.0,0.0,1.0,gain,S20
55,1.0,0.96,0.72,0.71,0.84,1.0,50.0,36.0,1.0,0.84,0.71,0.96,0.72,0.040000000000000036,0.28,36.0,14.0,,0.7115384615384616,0.7115384615384616,1.0,0,0.0,0.0,1.0,gain,S20
56,1.0,0.84,0.64,0.36,0.23,1.0,50.0,32.0,1.0,0.23,0.36,0.84,0.64,0.16000000000000003,0.36,32.0,18.0,,0.6346153846153846,0.6346153846153846,1.0,0,0.0,0.0,1.0,gain,S20
57,1.0,0.24,0.0,1.25,0.63,0.04,2.0,0.0,1.0,0.63,1.25,0.24,0.0,0.76,1.0,0.0,2.0,0.24999749999999868,0.25,0.25,0.2,1,0.0,0.8,0.2,gain,S20
58,1.0,0.52,0.3333333333333333,0.29,0.18,0.06,3.0,0.9999999999999999,1.0,0.18,0.29,0.52,0.3333333333333333,0.48,0.6666666666666667,0.9999999999999999,2.0,0.39999600003999974,0.4,0.4,0.2449489742783178,1,0.0,0.7550510257216823,0.2449489742783178,gain,S20
59,1.0,0.88,0.72,0.67,0.92,1.0,50.0,36.0,1.0,0.92,0.67,0.88,0.72,0.12,0.28,36.0,14.0,,0.7115384615384616,0.7115384615384616,1.0,0,0.0,0.0,1.0,gain,S20
60,0.0,0.52,0.31999999999999995,0.1,0.94,1.0,50.0,15.999999999999998,0.0,0.94,0.1,0.52,0.31999999999999995,0.48,0.68,15.999999999999998,34.0,,0.3269230769230769,0.3269230769230769,1.0,0,0.0,0.0,1.0,gain,S20
61,1.0,0.88,0.4,0.17,0.75,1.0,50.0,20.0,1.0,0.75,0.17,0.88,0.4,0.12,0.6,20.0,30.0,,0.40384615384615385,0.40384615384615385,1.0,0,0.0,0.0,1.0,gain,S20
62,0.0,0.38,0.6,0.44,0.23,0.4,20.0,12.0,0.0,0.23,0.44,0.38,0.6,0.62,0.4,12.0,8.0,0.5909031818772695,0.5909090909090909,0.5909090909090909,0.6324555320336759,1,0.0,0.3675444679663241,0.6324555320336759,gain,S20
63,0.0,0.92,0.88,0.55,0.61,1.0,50.0,44.0,0.0,0.61,0.55,0.92,0.88,0.07999999999999996,0.12,44.0,6.0,,0.8653846153846154,0.8653846153846154,1.0,0,0.0,0.0,1.0,gain,S20
64,1.0,0.6799999999999999,0.6,0.07,0.5,1.0,50.0,30.0,1.0,0.5,0.07,0.6799999999999999,0.6,0.32000000000000006,0.4,30.0,20.0,,0.5961538461538461,0.5961538461538461,1.0,0,0.0,0.0,1.0,gain,S20
65,0.0,0.62,0.3333333333333333,0.19,0.27,0.06,3.0,0.9999999999999999,0.0,0.27,0.19,0.62,0.3333333333333333,0.38,0.6666666666666667,0.9999999999999999,2.0,0.39999600003999974,0.4,0.4,0.2449489742783178,1,0.0,0.7550510257216823,0.2449489742783178,gain,S20
66,0.0,0.28,0.5,0.54,0.23,0.04,2.0,1.0,0.0,0.23,0.54,0.28,0.5,0.72,0.5,1.0,1.0,0.4999949999999967,0.5,0.5,0.2,1,0.0,0.8,0.2,gain,S20
67,1.0,0.88,0.8,0.75,0.71,1.0,50.0,40.0,1.0,0.71,0.75,0.88,0.8,0.12,0.19999999999999996,40.0,10.0,,0.7884615384615384,0.7884615384615384,1.0,0,0.0,0.0,1.0,gain,S20
68,0.0,0.92,0.25,0.16,0.54,0.08,4.0,1.0,0.0,0.54,0.16,0.92,0.25,0.07999999999999996,0.75,1.0,3.0,0.33333000003333446,0.3333333333333333,0.3333333333333333,0.282842712474619,1,0.0,0.717157287525381,0.282842712474619,gain,S20
69,0.0,0.64,0.5,0.81,0.67,0.04,2.0,1.0,0.0,0.67,0.81,0.64,0.5,0.36,0.5,1.0,1.0,0.4999949999999967,0.5,0.5,0.2,1,0.0,0.8,0.2,gain,S20
70,0.0,0.6799999999999999,0.84,0.44,0.71,1.0,50.0,42.0,0.0,0.71,0.44,0.6799999999999999,0.84,0.32000000000000006,0.16000000000000003,42.0,8.0,,0.8269230769230769,0.8269230769230769,1.0,0,0.0,0.0,1.0,gain,S20
71,1.0,0.64,0.18000000000000005,0.28,0.74,1.0,50.0,9.000000000000002,1.0,0.74,0.28,0.64,0.18000000000000005,0.36,0.82,9.000000000000002,41.0,,0.19230769230769235,0.19230769230769235,1.0,0,0.0,0.0,1.0,gain,S20
72,1.0,0.8,0.8,0.22,0.07,0.8,40.0,32.00000000000001,1.0,0.07,0.22,0.8,0.8,0.19999999999999996,0.19999999999999996,32.00000000000001,7.999999999999993,0.7857064286499926,0.7857142857142859,0.7857142857142859,0.8944271909999159,1,0.0,0.10557280900008414,0.8944271909999159,gain,S20
73,1.0,0.24,0.55,1.25,0.63,0.4,20.0,11.000000000000002,1.0,0.63,1.25,0.24,0.55,0.76,0.44999999999999996,11.000000000000002,8.999999999999998,0.5454490909636337,0.5454545454545455,0.5454545454545455,0.6324555320336759,1,0.0,0.3675444679663241,0.6324555320336759,gain,S20
74,0.0,0.94,0.0,0.2,0.8,0.02,1.0,0.0,0.0,0.8,0.2,0.94,0.0,0.06000000000000005,1.0,0.0,1.0,0.33333000000000074,0.3333333333333333,0.3333333333333333,0.1414213562373095,1,0.0,0.8585786437626906,0.1414213562373095,gain,S20
75,1.0,0.9,0.48,0.06,0.06,1.0,50.0,24.0,1.0,0.06,0.06,0.9,0.48,0.09999999999999998,0.52,24.0,26.0,,0.4807692307692308,0.4807692307692308,1.0,0,0.0,0.0,1.0,gain,S20
76,1.0,0.72,0.4,0.42,0.38,1.0,50.0,20.0,1.0,0.38,0.42,0.72,0.4,0.28,0.6,20.0,30.0,,0.40384615384615385,0.40384615384615385,1.0,0,0.0,0.0,1.0,gain,S20
77,1.0,0.9,0.0,0.42,1.33,0.1,5.0,0.0,1.0,1.33,0.42,0.9,0.0,0.09999999999999998,1.0,0.0,5.0,0.1428557142500008,0.14285714285714285,0.14285714285714285,0.31622776601683794,1,0.0,0.683772233983162,0.31622776601683794,gain,S20
78,0.0,0.54,0.6799999999999999,0.07,0.02,1.0,50.0,34.0,0.0,0.02,0.07,0.54,0.6799999999999999,0.45999999999999996,0.32000000000000006,34.0,16.0,,0.6730769230769231,0.6730769230769231,1.0,0,0.0,0.0,1.0,gain,S20
79,1.0,0.36,0.30000000000000004,0.92,0.9,1.0,50.0,15.000000000000002,1.0,0.9,0.92,0.36,0.30000000000000004,0.64,0.7,15.000000000000002,35.0,,0.3076923076923077,0.3076923076923077,1.0,0,0.0,0.0,1.0,gain,S20
80,0.0,0.36,0.6666666666666666,0.14,0.22,0.06,3.0,1.9999999999999998,0.0,0.22,0.14,0.36,0.6666666666666666,0.64,0.33333333333333337,1.9999999999999998,1.0000000000000002,0.5999939999599999,0.6,0.6,0.2449489742783178,1,0.0,0.7550510257216823,0.2449489742783178,gain,S20
81,0.0,0.6599999999999999,1.0,0.42,0.23,0.02,1.0,1.0,0.0,0.23,0.42,0.6599999999999999,1.0,0.3400000000000001,0.0,1.0,0.0,0.6666700000000011,0.6666666666666666,0.6666666666666666,0.1414213562373095,1,0.0,0.8585786437626906,0.1414213562373095,gain,S20
82,0.0,0.6599999999999999,0.975,0.42,0.23,0.8,40.0,39.0,0.0,0.23,0.42,0.6599999999999999,0.975,0.3400000000000001,0.025000000000000022,39.0,1.0,0.9523714150001403,0.9523809523809523,0.9523809523809523,0.8944271909999159,1,0.0,0.10557280900008414,0.8944271909999159,gain,S20
83,0.0,0.96,0.52,0.31,1.15,1.0,50.0,26.0,0.0,1.15,0.31,0.96,0.52,0.040000000000000036,0.48,26.0,24.0,,0.5192307692307693,0.5192307692307693,1.0,0,0.0,0.0,1.0,gain,S20
84,1.0,0.45999999999999996,0.1,0.73,1.01,0.2,10.0,1.0000000000000002,1.0,1.01,0.73,0.45999999999999996,0.1,0.54,0.9,1.0000000000000002,9.0,0.16666500001666681,0.16666666666666666,0.16666666666666666,0.4472135954999579,1,0.0,0.5527864045000421,0.4472135954999579,gain,S20
85,1.0,0.78,0.92,0.45,0.41,1.0,50.0,46.0,1.0,0.41,0.45,0.78,0.92,0.21999999999999997,0.07999999999999996,46.0,4.0,,0.9038461538461539,0.9038461538461539,1.0,0,0.0,0.0,1.0,gain,S20
86,0.0,0.6,0.56,0.07,0.13,1.0,50.0,28.000000000000004,0.0,0.13,0.07,0.6,0.56,0.4,0.43999999999999995,28.000000000000004,21.999999999999996,,0.5576923076923077,0.5576923076923077,1.0,0,0.0,0.0,1.0,gain,S20
87,1.0,0.76,0.28,0.39,0.18,1.0,50.0,14.000000000000002,1.0,0.18,0.39,0.76,0.28,0.24,0.72,14.000000000000002,36.0,,0.2884615384615385,0.2884615384615385,1.0,0,0.0,0.0,1.0,gain,S20
88,0.0,0.4,1.0,0.09,0.07,0.1,5.0,5.0,0.0,0.07,0.09,0.4,1.0,0.6,0.0,5.0,0.0,0.8571642857999989,0.8571428571428571,0.8571428571428571,0.31622776601683794,1,0.0,0.683772233983162,0.31622776601683794,gain,S20
89,1.0,0.52,0.6666666666666666,1.31,1.25,0.06,3.0,1.9999999999999998,1.0,1.25,1.31,0.52,0.6666666666666666,0.48,0.33333333333333337,1.9999999999999998,1.0000000000000002,0.5999939999599999,0.6,0.6,0.2449489742783178,1,0.0,0.7550510257216823,0.2449489742783178,gain,S20
90,0.0,0.6799999999999999,0.92,0.86,0.66,1.0,50.0,46.0,0.0,0.66,0.86,0.6799999999999999,0.92,0.32000000000000006,0.07999999999999996,46.0,4.0,,0.9038461538461539,0.9038461538461539,1.0,0,0.0,0.0,1.0,gain,S20
91,0.0,0.52,0.675,0.34,0.2,0.8,40.0,27.0,0.0,0.2,0.34,0.52,0.675,0.48,0.32499999999999996,27.0,13.0,0.6666600000666673,0.6666666666666666,0.6666666666666666,0.8944271909999159,1,0.0,0.10557280900008414,0.8944271909999159,gain,S20
92,1.0,0.8,0.3,0.4,0.4,0.2,10.0,3.0,1.0,0.4,0.4,0.8,0.3,0.19999999999999996,0.7,3.0,7.0,0.33333000003333324,0.3333333333333333,0.3333333333333333,0.4472135954999579,1,0.0,0.5527864045000421,0.4472135954999579,gain,S20
93,0.0,0.24,0.575,0.21,1.07,0.8,40.0,23.0,0.0,1.07,0.21,0.24,0.575,0.76,0.42500000000000004,23.0,17.0,0.5714228571999905,0.5714285714285714,0.5714285714285714,0.8944271909999159,1,0.0,0.10557280900008414,0.8944271909999159,gain,S20
94,1.0,0.96,0.5,0.31,0.11,0.4,20.0,10.0,1.0,0.11,0.31,0.96,0.5,0.040000000000000036,0.5,10.0,10.0,0.4999950000499987,0.5,0.5,0.6324555320336759,1,0.0,0.3675444679663241,0.6324555320336759,gain,S20
95,1.0,0.6,0.28,0.31,0.77,1.0,50.0,14.000000000000002,1.0,0.77,0.31,0.6,0.28,0.4,0.72,14.000000000000002,36.0,,0.2884615384615385,0.2884615384615385,1.0,0,0.0,0.0,1.0,gain,S20
96,0.0,0.76,0.5,0.65,1.34,0.08,4.0,2.0,0.0,1.34,0.65,0.76,0.5,0.24,0.5,2.0,2.0,0.49999500004999814,0.5,0.5,0.282842712474619,1,0.0,0.717157287525381,0.282842712474619,gain,S20
97,0.0,0.92,1.0,0.16,0.54,0.02,1.0,1.0,0.0,0.54,0.16,0.92,1.0,0.07999999999999996,0.0,1.0,0.0,0.6666700000000011,0.6666666666666666,0.6666666666666666,0.1414213562373095,1,0.0,0.8585786437626906,0.1414213562373095,gain,S20
98,0.0,0.96,0.8,0.65,1.17,0.1,5.0,4.000000000000001,0.0,1.17,0.65,0.96,0.8,0.040000000000000036,0.19999999999999996,4.000000000000001,0.9999999999999991,0.7142785712499969,0.7142857142857144,0.7142857142857144,0.31622776601683794,1,0.0,0.683772233983162,0.31622776601683794,gain,S20
99,0.0,0.76,0.8,0.2,0.38,1.0,50.0,40.0,0.0,0.38,0.2,0.76,0.8,0.24,0.19999999999999996,40.0,10.0,,0.7884615384615384,0.7884615384615384,1.0,0,0.0,0.0,1.0,gain,S20
100,1.0,0.92,0.96,0.33,0.05,1.0,50.0,48.0,1.0,0.05,0.33,0.92,0.96,0.07999999999999996,0.040000000000000036,48.0,2.0,,0.9423076923076923,0.9423076923076923,1.0,0,0.0,0.0,1.0,gain,S20
101,,0.72,1.0,0.94,0.81,0.04,2.0,2.0,,0.81,0.94,0.72,1.0,0.28,0.0,2.0,0.0,0.7500074999999984,0.75,0.75,0.2,1,0.0,0.8,0.2,gain,S20
102,,0.36,0.5,0.66,0.66,1.0,50.0,25.0,,0.66,0.66,0.36,0.5,0.64,0.5,25.0,25.0,,0.5,0.5,1.0,0,0.0,0.0,1.0,gain,S20
